waterway,name,geometry_wkt
river,,"MULTILINESTRING ((106.755026 -6.263346, 106.755052 -6.26333, 106.755122 -6.263251), (106.756548 -6.262392, 106.756863 -6.262319, 106.75714 -6.262249, 106.757468 -6.262104, 106.757802 -6.261939, 106.757988 -6.261834, 106.758145 -6.261616, 106.75831 -6.261482, 106.758399 -6.261443, 106.758683 -6.261482, 106.759073 -6.261378, 106.759611 -6.260954, 106.759989 -6.260973, 106.760284 -6.26056, 106.76052 -6.260042, 106.760644 -6.259634, 106.76069 -6.259333, 106.760633 -6.258155, 106.760499 -6.257536, 106.760483 -6.257131, 106.760424 -6.256907, 106.760258 -6.256854, 106.760193 -6.256646, 106.759957 -6.256464, 106.75971 -6.256091, 106.759694 -6.255814, 106.759721 -6.25551, 106.759753 -6.255142, 106.76009 -6.254814, 106.760644 -6.253838, 106.760801 -6.253564, 106.76084 -6.253361, 106.760872 -6.25299, 106.760912 -6.252924, 106.761052 -6.252444, 106.761086 -6.25222, 106.761298 -6.25215, 106.761297 -6.251929, 106.761255 -6.251638, 106.761121 -6.251441, 106.760934 -6.251233, 106.760848 -6.25103, 106.760757 -6.250769, 106.760912 -6.250401, 106.760998 -6.250044, 106.760821 -6.249724, 106.76074 -6.249415, 106.760703 -6.249161, 106.760598 -6.24889, 106.760539 -6.248775, 106.76051 -6.248696, 106.760439 -6.248627, 106.760307 -6.248483, 106.760298 -6.24839, 106.760334 -6.248241, 106.760323 -6.248102, 106.760286 -6.247974, 106.760055 -6.247654, 106.760036 -6.247596, 106.760055 -6.247516, 106.760129 -6.247276, 106.760162 -6.247115, 106.760153 -6.246932))"
river,Pesanggrahan,"LINESTRING (106.76607 -6.284557, 106.765716 -6.283938, 106.76607 -6.283618, 106.766746 -6.28333, 106.767059 -6.282902, 106.767478 -6.282455, 106.767692 -6.282045, 106.767854 -6.281723, 106.768237 -6.281738, 106.768429 -6.281555, 106.768628 -6.28146, 106.768753 -6.281489, 106.768856 -6.281584, 106.768929 -6.281651, 106.769017 -6.281724, 106.769068 -6.281801, 106.769239 -6.281694, 106.769438 -6.281546, 106.7696 -6.281474, 106.769593 -6.281328, 106.769446 -6.28113, 106.769335 -6.281049, 106.769151 -6.28094, 106.768819 -6.280705, 106.768694 -6.28061, 106.768532 -6.280544, 106.768326 -6.280493, 106.768142 -6.280354, 106.768053 -6.28031, 106.768016 -6.280141, 106.768031 -6.28001, 106.768068 -6.279848, 106.76798 -6.279695, 106.767863 -6.279573, 106.767669 -6.279439, 106.767578 -6.279341, 106.76753 -6.279182, 106.767663 -6.279036, 106.767884 -6.27886, 106.76818 -6.27876, 106.768371 -6.278774, 106.7685 -6.278716, 106.768706 -6.278606, 106.768904 -6.278465, 106.76904 -6.278362, 106.769158 -6.278281, 106.769527 -6.277959, 106.769652 -6.277974, 106.769851 -6.278135, 106.769969 -6.278128, 106.770079 -6.278186, 106.770197 -6.278193, 106.7703 -6.278062, 106.770278 -6.2779, 106.770308 -6.277754, 106.770263 -6.277593, 106.770308 -6.277446, 106.770219 -6.2773, 106.769976 -6.276831, 106.769777 -6.276575, 106.76977 -6.276451, 106.769659 -6.276385, 106.769527 -6.276377, 106.769409 -6.276297, 106.769313 -6.276062, 106.769357 -6.275835, 106.769453 -6.27566, 106.769409 -6.275484, 106.769239 -6.27522, 106.769048 -6.275059, 106.768805 -6.274891, 106.768495 -6.274752, 106.768311 -6.274576, 106.768376 -6.274158, 106.768502 -6.273917, 106.768619 -6.27378, 106.768854 -6.273638, 106.769108 -6.273626, 106.769314 -6.273633, 106.769505 -6.273726, 106.769674 -6.273851, 106.769902 -6.274019, 106.770094 -6.274276, 106.770352 -6.274342, 106.770713 -6.274202, 106.770926 -6.273851, 106.770978 -6.273617, 106.771183 -6.272985, 106.771605 -6.272286, 106.771648 -6.272093, 106.77158 -6.271939, 106.77147 -6.271792, 106.771004 -6.271484, 106.770922 -6.27135, 106.770882 -6.27117, 106.771089 -6.27077, 106.771248 -6.270356, 106.771214 -6.270142, 106.771094 -6.270028, 106.770808 -6.269907, 106.769917 -6.269619, 106.769718 -6.269448, 106.76968 -6.269354, 106.769611 -6.269142, 106.769644 -6.26904, 106.769604 -6.268763, 106.769541 -6.268615, 106.769485 -6.268424, 106.769375 -6.268205, 106.769294 -6.267956, 106.769261 -6.26778, 106.769342 -6.267626, 106.769586 -6.267385, 106.769703 -6.267063, 106.769614 -6.266856, 106.769474 -6.26659, 106.769297 -6.266183, 106.769229 -6.266007, 106.769219 -6.265805, 106.769286 -6.265619, 106.76939 -6.265324, 106.769453 -6.265065, 106.769492 -6.264898, 106.769558 -6.264736, 106.769827 -6.264393, 106.77009 -6.264334, 106.770367 -6.264395, 106.770513 -6.264553, 106.770677 -6.264751, 106.770866 -6.264909, 106.771173 -6.265245, 106.7714 -6.265262, 106.771547 -6.265106, 106.771547 -6.26493, 106.771443 -6.264547, 106.771323 -6.26435, 106.771152 -6.264098, 106.771023 -6.263926, 106.770935 -6.263772, 106.770783 -6.263563, 106.770607 -6.263428, 106.770527 -6.263362, 106.770648 -6.263124, 106.770751 -6.263043, 106.770865 -6.262966, 106.771147 -6.262775, 106.771551 -6.262568, 106.771772 -6.262486, 106.771863 -6.262516, 106.771951 -6.262709, 106.772023 -6.262872, 106.772279 -6.263041, 106.772433 -6.262997, 106.772654 -6.262876, 106.772898 -6.262717, 106.77306 -6.262578, 106.773112 -6.26245, 106.773097 -6.262318, 106.773001 -6.262135, 106.772919 -6.26183, 106.772842 -6.261599, 106.772763 -6.26132, 106.772718 -6.261092, 106.77264 -6.260502, 106.772582 -6.260155, 106.772581 -6.259945, 106.772626 -6.259722, 106.772731 -6.259317, 106.772677 -6.258843, 106.772442 -6.258257, 106.772012 -6.257902, 106.77175 -6.25793, 106.77149 -6.258031, 106.771147 -6.258216, 106.771028 -6.25847, 106.770872 -6.258634, 106.770611 -6.258752, 106.770342 -6.258632, 106.770126 -6.258161, 106.769593 -6.258078, 106.769394 -6.257814, 106.769442 -6.257561, 106.769642 -6.257276, 106.769707 -6.2571, 106.770041 -6.256335, 106.770339 -6.25604, 106.770954 -6.256201, 106.771306 -6.256222, 106.771847 -6.255838, 106.772061 -6.255469, 106.771991 -6.255119, 106.771929 -6.254902, 106.771562 -6.254703, 106.770928 -6.254703, 106.770511 -6.254675, 106.770425 -6.254632, 106.770135 -6.254295, 106.769949 -6.254306, 106.769674 -6.254448, 106.769515 -6.254441, 106.769132 -6.254349, 106.768799 -6.25441, 106.768666 -6.254533, 106.768614 -6.254746, 106.768518 -6.255114, 106.768433 -6.255275, 106.768282 -6.255295, 106.768143 -6.255228, 106.768048 -6.254954, 106.767919 -6.254788, 106.767685 -6.254487, 106.767594 -6.254275, 106.767654 -6.254057, 106.767743 -6.253748, 106.767962 -6.253389, 106.767963 -6.253159, 106.767942 -6.253059, 106.767867 -6.252965, 106.767666 -6.252949, 106.767184 -6.252921, 106.766956 -6.252873, 106.766699 -6.25277, 106.766478 -6.252627, 106.766245 -6.252456, 106.766147 -6.252268, 106.766118 -6.25207, 106.766164 -6.251844, 106.766239 -6.251701, 106.766368 -6.251496, 106.766583 -6.251352, 106.766797 -6.251281, 106.767106 -6.251097, 106.767285 -6.250842, 106.767502 -6.250405, 106.767546 -6.250197, 106.76751 -6.249987, 106.767434 -6.249902, 106.767285 -6.2498, 106.766977 -6.24948, 106.766774 -6.249097, 106.766689 -6.248868, 106.76664 -6.248628, 106.766576 -6.24839, 106.766664 -6.248197, 106.766814 -6.248002, 106.767488 -6.24737, 106.767866 -6.24719, 106.768096 -6.247022, 106.768397 -6.246601, 106.768633 -6.246229, 106.768859 -6.245986, 106.768962 -6.245715, 106.768782 -6.245473, 106.768596 -6.245191, 106.76838 -6.244916, 106.768201 -6.2444, 106.76814 -6.244116, 106.768268 -6.243606, 106.768196 -6.243514, 106.768009 -6.243162, 106.767479 -6.242464, 106.765743 -6.24178, 106.765609 -6.24158, 106.765583 -6.241298, 106.765663 -6.24094, 106.765751 -6.240592, 106.765904 -6.240198, 106.766024 -6.240083, 106.766375 -6.240015, 106.766477 -6.239615, 106.766359 -6.239434, 106.766279 -6.239316, 106.766231 -6.239295, 106.765936 -6.238858, 106.76612 -6.238364, 106.766078 -6.238153, 106.765793 -6.238139, 106.765678 -6.238239, 106.765564 -6.238744, 106.765054 -6.238915, 106.76467 -6.238821, 106.764589 -6.238703, 106.764574 -6.238644, 106.7646 -6.238174, 106.764525 -6.237354, 106.76478 -6.237022, 106.764892 -6.236899, 106.765099 -6.236645, 106.765273 -6.23664, 106.76549 -6.2367, 106.767028 -6.236596, 106.767196 -6.236181, 106.767218 -6.23593, 106.767266 -6.235408, 106.767154 -6.234837, 106.766842 -6.234293, 106.766553 -6.233904, 106.766288 -6.233714, 106.766156 -6.23369, 106.765846 -6.233773, 106.765678 -6.233999, 106.765689 -6.234341, 106.765587 -6.234538, 106.76548 -6.234757, 106.76518 -6.234858, 106.76482 -6.234938, 106.764648 -6.234901, 106.764562 -6.234594, 106.764596 -6.234458, 106.76456 -6.234362, 106.76448 -6.234337, 106.764372 -6.23426, 106.764284 -6.233814, 106.764175 -6.233464, 106.764134 -6.233164, 106.764376 -6.232586, 106.76465 -6.232255, 106.764799 -6.232107, 106.765171 -6.231805, 106.765278 -6.231566, 106.76541 -6.231334, 106.765464 -6.231174, 106.765734 -6.231099, 106.765909 -6.230958, 106.766024 -6.230761, 106.765968 -6.230486, 106.765802 -6.230086, 106.765536 -6.229688, 106.765188 -6.229368, 106.765099 -6.229134, 106.765038 -6.228891, 106.76485 -6.228322, 106.76461 -6.227775, 106.764572 -6.22745, 106.76475 -6.227124, 106.765009 -6.226984, 106.765291 -6.226917, 106.765582 -6.226899, 106.765978 -6.226684, 106.766212 -6.226001, 106.766521 -6.225665, 106.766754 -6.225497, 106.766889 -6.225203, 106.7669 -6.225044, 106.766813 -6.224884, 106.766438 -6.22441, 106.766066 -6.223868, 106.765684 -6.223414, 106.765539 -6.222942, 106.765598 -6.22271, 106.765692 -6.222598, 106.765933 -6.22253, 106.765979 -6.222476, 106.765957 -6.222353, 106.765882 -6.222294, 106.765673 -6.222204)"
drain,,"LINESTRING (106.780325 -6.25161, 106.780353 -6.251367, 106.780376 -6.251144, 106.780379 -6.250946)"
drain,,"LINESTRING (106.780379 -6.250946, 106.78038 -6.250901)"
drain,,"LINESTRING (106.78038 -6.250901, 106.780382 -6.250788, 106.780406 -6.250515, 106.780419 -6.25048, 106.780433 -6.250395, 106.780448 -6.250372, 106.780498 -6.250343, 106.78058 -6.250311, 106.780628 -6.2503, 106.780583 -6.249932, 106.780536 -6.249522, 106.780512 -6.24924, 106.780488 -6.248684, 106.780451 -6.248058, 106.780463 -6.247734, 106.780447 -6.247572, 106.780427 -6.247567, 106.780046 -6.2475, 106.77981 -6.247448, 106.779576 -6.247358, 106.7792 -6.24715)"
river,Kali Grogol,"LINESTRING (106.786347 -6.256875, 106.786378 -6.256686, 106.78633 -6.256532, 106.786015 -6.256463, 106.785993 -6.256386, 106.785894 -6.255909, 106.78585 -6.255527, 106.78585 -6.255162, 106.78611 -6.254522, 106.786189 -6.254153, 106.786213 -6.254088, 106.786261 -6.253972, 106.786559 -6.253844, 106.786792 -6.253779, 106.786987 -6.25368, 106.787401 -6.25344, 106.787803 -6.25344, 106.787881 -6.253328, 106.787882 -6.253197, 106.787847 -6.253028, 106.787877 -6.25299, 106.787992 -6.252946, 106.788062 -6.252899)"
river,Kali Grogol,"LINESTRING (106.788062 -6.252899, 106.78807 -6.252844)"
river,Kali Grogol,"LINESTRING (106.78807 -6.252844, 106.78817 -6.252744, 106.788334 -6.252727, 106.788352 -6.252615, 106.788334 -6.252448, 106.788379 -6.252315, 106.788496 -6.252167, 106.788689 -6.251915, 106.788713 -6.25187, 106.788527 -6.251726, 106.788549 -6.251645, 106.788667 -6.251493, 106.788838 -6.251276, 106.788926 -6.251134, 106.788939 -6.251059, 106.788913 -6.250975, 106.788878 -6.250882, 106.788854 -6.25082, 106.78884 -6.250782, 106.788838 -6.250747, 106.788831 -6.250603, 106.788828 -6.250534, 106.788827 -6.250516, 106.788816 -6.250478, 106.788797 -6.250408, 106.788773 -6.250324, 106.788759 -6.250197)"
drain,,"LINESTRING (106.781359 -6.250936, 106.781322 -6.250933, 106.780958 -6.250934)"
drain,,"LINESTRING (106.780958 -6.250934, 106.780956 -6.250914)"
drain,,"LINESTRING (106.780956 -6.250914, 106.78095 -6.250866, 106.780934 -6.250639, 106.780896 -6.25055, 106.780706 -6.250427, 106.780677 -6.250295)"
drain,,"LINESTRING (106.780628 -6.2503, 106.780677 -6.250295)"
drain,,"LINESTRING (106.780889 -6.247575, 106.780676 -6.247561, 106.780612 -6.247573)"
river,Kali Grogol,"LINESTRING (106.788759 -6.250197, 106.788742 -6.250142, 106.788729 -6.250107, 106.788688 -6.250071, 106.788572 -6.250064, 106.788495 -6.25003, 106.788451 -6.249957, 106.788392 -6.249899, 106.788387 -6.249876, 106.7884 -6.249808, 106.788446 -6.249708, 106.788489 -6.249656, 106.788545 -6.24958, 106.788647 -6.249492, 106.7887 -6.249431, 106.78874 -6.249382, 106.788772 -6.24931, 106.788789 -6.249231, 106.788824 -6.249097, 106.788831 -6.249028, 106.788821 -6.248987, 106.788831 -6.248915, 106.788845 -6.248862, 106.788872 -6.24883, 106.788888 -6.24879, 106.788901 -6.248721, 106.788903 -6.248693, 106.788853 -6.248635, 106.788823 -6.248595, 106.788802 -6.248574, 106.788759 -6.248531, 106.788714 -6.248498, 106.788666 -6.248472, 106.788616 -6.248441, 106.788596 -6.248426, 106.788578 -6.248411, 106.788571 -6.248398, 106.788569 -6.248355, 106.788585 -6.248299, 106.788599 -6.248273, 106.78863 -6.248247, 106.788682 -6.248223, 106.788734 -6.248213, 106.788783 -6.248214, 106.788876 -6.248216, 106.788932 -6.248226, 106.788985 -6.248232, 106.789039 -6.248237, 106.789071 -6.248229, 106.789085 -6.248196, 106.789094 -6.248169, 106.789091 -6.248138, 106.789084 -6.248106, 106.789054 -6.24806, 106.789024 -6.248011, 106.789006 -6.247982, 106.788971 -6.247942, 106.788939 -6.24791, 106.788933 -6.247867, 106.788926 -6.247809, 106.788928 -6.247774, 106.788941 -6.247715, 106.788959 -6.247687, 106.788979 -6.247675, 106.789019 -6.247673, 106.789076 -6.247667, 106.789118 -6.247657, 106.789149 -6.247642, 106.789169 -6.24759, 106.789191 -6.247529, 106.789199 -6.247462, 106.789199 -6.247406, 106.789192 -6.247328, 106.789171 -6.247308, 106.789129 -6.247313, 106.789062 -6.247315, 106.788985 -6.247323, 106.788917 -6.24734, 106.788837 -6.247345, 106.788772 -6.24735, 106.788724 -6.247334, 106.788698 -6.247313, 106.78867 -6.247286, 106.788649 -6.247209, 106.788633 -6.247145, 106.788636 -6.247078, 106.788666 -6.247022, 106.788687 -6.246993, 106.788703 -6.246953, 106.788729 -6.246884, 106.788719 -6.246804, 106.788708 -6.246753, 106.788672 -6.24671, 106.788609 -6.24664, 106.78853 -6.246582, 106.788507 -6.246561, 106.788453 -6.246529, 106.788392 -6.246457, 106.788358 -6.246405, 106.788346 -6.246386, 106.788306 -6.246321, 106.787884 -6.245486, 106.787748 -6.245196, 106.787681 -6.245041, 106.787673 -6.245001, 106.787673 -6.244926, 106.787676 -6.244868, 106.787681 -6.24482, 106.787673 -6.244764, 106.787645 -6.244708, 106.787635 -6.244659, 106.787614 -6.244606, 106.7876 -6.244534, 106.787584 -6.244484, 106.787608 -6.244444, 106.787636 -6.244398, 106.787662 -6.24438, 106.787694 -6.24435, 106.787694 -6.244316, 106.787691 -6.244289, 106.787683 -6.244263, 106.78766 -6.244244, 106.787633 -6.244222, 106.787568 -6.244217, 106.787525 -6.244207, 106.787466 -6.244207, 106.78738 -6.244153, 106.787256 -6.244188, 106.787201 -6.244199, 106.787104 -6.244223, 106.787026 -6.244249, 106.786938 -6.244257, 106.7869 -6.244241, 106.786879 -6.244142, 106.786836 -6.244012, 106.78682 -6.243879, 106.786825 -6.243761, 106.786841 -6.243673, 106.786841 -6.243588, 106.786811 -6.243503, 106.786724 -6.243425, 106.786571 -6.243465, 106.786388 -6.243484, 106.786256 -6.243457, 106.786133 -6.24342, 106.785975 -6.243332, 106.785825 -6.243204, 106.785723 -6.243156, 106.785557 -6.243097, 106.785489 -6.243057, 106.785407 -6.24298, 106.785369 -6.242935, 106.78531 -6.242908, 106.785234 -6.242833, 106.78517 -6.242815, 106.785124 -6.242809, 106.785041 -6.242844, 106.784961 -6.24286, 106.784903 -6.242846, 106.784827 -6.242809, 106.784798 -6.242788, 106.784762 -6.242743, 106.784749 -6.242689, 106.784741 -6.242657, 106.784706 -6.242615, 106.784661 -6.242591, 106.784634 -6.242567, 106.784623 -6.242524, 106.784624 -6.24248, 106.784583 -6.242408, 106.784561 -6.242351, 106.784517 -6.242295, 106.78446 -6.242225, 106.784417 -6.242191, 106.784374 -6.24214, 106.78431 -6.242092, 106.784277 -6.242043, 106.78425 -6.24197, 106.784233 -6.241902, 106.784204 -6.241842, 106.784199 -6.241794, 106.784186 -6.241724, 106.784178 -6.24166, 106.78418 -6.241583, 106.78418 -6.241538, 106.784202 -6.241487, 106.784231 -6.24145, 106.784272 -6.241407, 106.784293 -6.241383, 106.784293 -6.241359, 106.784293 -6.241319, 106.784304 -6.241284, 106.784332 -6.241254, 106.784363 -6.241236, 106.784396 -6.241239, 106.784457 -6.241242, 106.784497 -6.241252, 106.784646 -6.241247, 106.784708 -6.241218, 106.784768 -6.241167, 106.784776 -6.241111, 106.784792 -6.241075, 106.784778 -6.241014, 106.784756 -6.240843, 106.784762 -6.240723, 106.784758 -6.240518, 106.78477 -6.240336, 106.78476 -6.240227, 106.784769 -6.240098, 106.784791 -6.24001, 106.784843 -6.239918, 106.784898 -6.239827, 106.784941 -6.239747, 106.784962 -6.239692, 106.784985 -6.239638, 106.784996 -6.239553)"
drain,,"LINESTRING (106.798891 -6.240689, 106.798886 -6.24076)"
drain,,"LINESTRING (106.780677 -6.250295, 106.780651 -6.250144, 106.780636 -6.249918, 106.780593 -6.249556, 106.780565 -6.24926, 106.780542 -6.24896, 106.780539 -6.248649, 106.780534 -6.248508, 106.780506 -6.248085, 106.780538 -6.247699, 106.780601 -6.247618, 106.780612 -6.247573)"
drain,,"LINESTRING (106.780612 -6.247573, 106.780447 -6.247572)"
river,,"LINESTRING (106.778384 -6.245465, 106.778749 -6.244918, 106.778862 -6.2447, 106.778902 -6.244548, 106.778901 -6.244493, 106.778897 -6.244461, 106.778934 -6.244228, 106.779067 -6.243522, 106.778953 -6.243371)"
river,,"LINESTRING (106.778953 -6.243371, 106.778754 -6.243132)"
river,,"LINESTRING (106.778754 -6.243132, 106.778446 -6.242916, 106.778411 -6.242775, 106.778329 -6.242565, 106.778278 -6.242486, 106.778189 -6.242314, 106.778119 -6.242171, 106.778052 -6.242066, 106.777992 -6.242003, 106.777967 -6.241883, 106.777679 -6.241393, 106.777567 -6.241263, 106.777346 -6.240945, 106.77729 -6.240796, 106.777301 -6.24072, 106.777248 -6.240549, 106.777194 -6.24032, 106.77714 -6.240182, 106.777037 -6.240057)"
river,,"LINESTRING (106.777002 -6.23998, 106.777037 -6.240057)"
river,,"LINESTRING (106.777002 -6.23998, 106.776995 -6.239944)"
river,,"LINESTRING (106.776995 -6.239944, 106.776986 -6.23989, 106.776822 -6.239482)"
river,Kali Sekretaris,"LINESTRING (106.776822 -6.239482, 106.776516 -6.23903, 106.776475 -6.23846)"
river,,"LINESTRING (106.776475 -6.23846, 106.776425 -6.238335)"
river,Kali Sekretaris,"LINESTRING (106.776425 -6.238335, 106.776331 -6.238295, 106.776272 -6.23825, 106.776119 -6.238093, 106.776028 -6.237925, 106.77598 -6.237704, 106.775958 -6.237408)"
river,,"LINESTRING (106.775958 -6.237408, 106.775839 -6.237158)"
river,,"LINESTRING (106.775839 -6.237158, 106.775736 -6.236795, 106.775683 -6.236587, 106.775653 -6.236427, 106.775664 -6.236278, 106.775728 -6.236089, 106.775774 -6.235854, 106.775779 -6.23567, 106.775779 -6.235659)"
river,,"LINESTRING (106.775778 -6.235639, 106.775779 -6.235659)"
river,,"LINESTRING (106.775778 -6.235639, 106.775777 -6.235574, 106.775734 -6.235436, 106.775669 -6.235262, 106.775519 -6.235006, 106.775483 -6.234909, 106.775475 -6.234782, 106.775443 -6.234717, 106.775378 -6.234625, 106.775309 -6.23439, 106.775282 -6.234256, 106.77522 -6.234173, 106.775059 -6.234042, 106.774934 -6.233949, 106.774853 -6.233806, 106.774819 -6.233714, 106.774814 -6.233648, 106.774824 -6.23357, 106.774849 -6.233521, 106.774902 -6.23347, 106.774935 -6.233446, 106.774977 -6.233187, 106.774982 -6.23297, 106.774961 -6.23281, 106.774884 -6.232624, 106.774716 -6.232282, 106.77466 -6.232037, 106.774644 -6.231892, 106.774635 -6.231718, 106.774662 -6.23167)"
drain,,"LINESTRING (106.770112 -6.231051, 106.770122 -6.230148)"
drain,,"LINESTRING (106.770122 -6.230148, 106.770123 -6.230058)"
drain,,"LINESTRING (106.770123 -6.230058, 106.770174 -6.229326)"
drain,,"LINESTRING (106.770174 -6.229326, 106.770212 -6.228881)"
drain,,"LINESTRING (106.770212 -6.228881, 106.770243 -6.228455, 106.77022 -6.228014)"
drain,,"LINESTRING (106.799154 -6.240739, 106.799158 -6.240705, 106.799151 -6.24069)"
drain,,"LINESTRING (106.799151 -6.24069, 106.799084 -6.240667)"
drain,,"LINESTRING (106.799084 -6.240667, 106.798913 -6.240668, 106.798899 -6.240675, 106.798891 -6.240689)"
river,Kali Grogol,"LINESTRING (106.784996 -6.239553, 106.784989 -6.239304, 106.78498 -6.239203)"
river,Kali Grogol,"LINESTRING (106.78498 -6.239203, 106.784968 -6.23913, 106.78496 -6.239075, 106.784965 -6.238998, 106.785021 -6.23892, 106.785099 -6.238883, 106.785228 -6.238833, 106.7853 -6.238801, 106.785373 -6.238762, 106.785422 -6.238706, 106.78543 -6.238597, 106.785391 -6.238445, 106.785342 -6.238345, 106.785255 -6.238238, 106.785149 -6.238135, 106.785015 -6.238007, 106.784985 -6.237917, 106.784973 -6.237815, 106.784966 -6.237728)"
