waterway,name,geometry_wkt
river,,"LINESTRING (106.835304 -6.219137, 106.835368 -6.218981, 106.835536 -6.218757, 106.835676 -6.218585, 106.835859 -6.218357, 106.835908 -6.218279, 106.835946 -6.218226, 106.835956 -6.21813, 106.835922 -6.218041, 106.835809 -6.217822, 106.835706 -6.217524, 106.835711 -6.21722, 106.835736 -6.217067, 106.835956 -6.216456, 106.836031 -6.216246, 106.836074 -6.21615, 106.836169 -6.215935, 106.83621 -6.215714, 106.836251 -6.215535, 106.836272 -6.215342, 106.836288 -6.215093, 106.836246 -6.214797, 106.836163 -6.214211, 106.836034 -6.214008, 106.835568 -6.213619, 106.83475 -6.213109, 106.83454 -6.212984, 106.833738 -6.212718, 106.832904 -6.21244, 106.832258 -6.212251, 106.831794 -6.212048, 106.831324 -6.211766, 106.831137 -6.211627, 106.830903 -6.211323, 106.830796 -6.21112, 106.830775 -6.210634, 106.830623 -6.209475, 106.830425 -6.208571, 106.829754 -6.207129, 106.829523 -6.206671, 106.829436 -6.206516, 106.82914 -6.205963, 106.828846 -6.205388, 106.828665 -6.205254, 106.828396 -6.20511, 106.827804 -6.204633, 106.827466 -6.204222)"
canal,Kali Baru Barat,"LINESTRING (106.845423 -6.209384, 106.845467 -6.209263)"
canal,Kali Baru Barat,"LINESTRING (106.845467 -6.209263, 106.845567 -6.208997)"
canal,,"LINESTRING (106.845567 -6.208997, 106.845505 -6.208781, 106.845398 -6.208403, 106.845442 -6.208303, 106.845206 -6.208206)"
canal,Kanal Banjir Barat,"LINESTRING (106.848448 -6.207812, 106.848399 -6.207846, 106.848022 -6.208116)"
river,,"LINESTRING (106.828381 -6.205846, 106.82862 -6.206197, 106.828968 -6.206706)"
river,Kali Grogol,"LINESTRING (106.784128 -6.292001, 106.784502 -6.291416)"
river,Krukut,"LINESTRING (106.805705 -6.291824, 106.805758 -6.291498, 106.805782 -6.291427)"
river,Krukut,"LINESTRING (106.805782 -6.291427, 106.805863 -6.291281, 106.806072 -6.290985, 106.806261 -6.290735)"
river,Kali Grogol,"LINESTRING (106.784502 -6.291416, 106.784934 -6.290985, 106.785044 -6.290809, 106.785087 -6.290537, 106.785174 -6.29038, 106.785248 -6.290249, 106.78558 -6.289812, 106.785704 -6.289641, 106.785666 -6.289572, 106.785597 -6.28931, 106.78557 -6.288905, 106.785527 -6.288641, 106.785511 -6.288537, 106.785408 -6.288476, 106.785259 -6.288388, 106.785157 -6.288244, 106.785108 -6.288143, 106.785114 -6.288036, 106.785393 -6.287711, 106.78594 -6.286922, 106.786337 -6.286282, 106.787059 -6.285396, 106.787163 -6.285269, 106.787578 -6.284871, 106.787619 -6.284831, 106.787865 -6.284595)"
river,,"LINESTRING (106.796011 -6.278398, 106.795952 -6.278425, 106.795102 -6.278766, 106.794977 -6.278454, 106.794901 -6.27848, 106.794881 -6.278392, 106.794846 -6.278356, 106.794606 -6.27842, 106.794382 -6.278444, 106.794272 -6.278327, 106.79411 -6.278134, 106.794025 -6.2781, 106.793982 -6.27812, 106.793887 -6.27792, 106.793843 -6.277899, 106.793772 -6.277927, 106.793754 -6.277907, 106.793714 -6.277735, 106.793684 -6.277648, 106.793671 -6.277633, 106.793624 -6.277636, 106.793591 -6.277622, 106.793563 -6.277566, 106.793481 -6.277399, 106.793454 -6.277336, 106.793752 -6.277241, 106.794118 -6.277112, 106.794132 -6.277108, 106.794024 -6.276876, 106.793995 -6.276809, 106.793928 -6.276573, 106.793857 -6.276379, 106.793833 -6.276319, 106.793753 -6.276356, 106.793694 -6.276356, 106.793659 -6.276352, 106.793621 -6.276344, 106.793549 -6.276235, 106.793452 -6.276074, 106.793385 -6.275953, 106.793324 -6.275821, 106.793284 -6.275683, 106.79324 -6.275512, 106.793234 -6.275413, 106.793173 -6.275185, 106.793146 -6.27506, 106.793131 -6.275052, 106.793114 -6.275032, 106.793114 -6.274956, 106.793116 -6.274871, 106.793124 -6.274752, 106.793134 -6.274516, 106.793122 -6.274175, 106.793091 -6.273879, 106.792957 -6.273364, 106.792898 -6.273056, 106.792799 -6.272615, 106.792791 -6.272566, 106.792796 -6.272484, 106.792748 -6.272456, 106.792668 -6.272389, 106.792638 -6.272237, 106.792614 -6.272114, 106.792576 -6.272037, 106.792499 -6.271949, 106.792281 -6.271744, 106.79171 -6.271389, 106.791479 -6.271178, 106.791299 -6.270982)"
river,Sodetan Kali Grogol,"LINESTRING (106.785092 -6.261385, 106.785323 -6.261582, 106.785278 -6.262468, 106.785264 -6.262745, 106.785263 -6.263154, 106.785292 -6.263294, 106.785276 -6.263545, 106.785238 -6.263692, 106.785176 -6.26387, 106.785162 -6.263973, 106.785167 -6.264038, 106.785228 -6.26442, 106.785232 -6.264473, 106.785296 -6.264707, 106.785404 -6.265017, 106.785329 -6.265335, 106.785366 -6.265423, 106.785424 -6.265465, 106.785594 -6.265581, 106.785736 -6.265678, 106.786187 -6.265891, 106.786326 -6.266008, 106.786327 -6.26601, 106.786401 -6.266211, 106.786436 -6.266467, 106.786461 -6.266503, 106.786662 -6.266688, 106.786903 -6.266722, 106.787349 -6.266833, 106.78795 -6.267012, 106.788435 -6.26716, 106.788954 -6.267319, 106.789658 -6.267541, 106.79019 -6.26766, 106.790414 -6.267898, 106.79051 -6.268211, 106.790661 -6.268584, 106.790666 -6.268768, 106.790688 -6.268915, 106.790784 -6.269094, 106.790893 -6.26925, 106.790973 -6.269526, 106.791156 -6.269868, 106.791249 -6.270129, 106.791325 -6.270477, 106.791307 -6.270861, 106.791299 -6.270982, 106.791289 -6.271127, 106.791409 -6.271363, 106.791495 -6.271645, 106.791495 -6.271926, 106.791435 -6.272123, 106.791426 -6.272378, 106.791486 -6.272575, 106.791555 -6.272754, 106.79158 -6.272984, 106.791483 -6.273212, 106.79146 -6.273266, 106.791289 -6.273505, 106.790962 -6.273948, 106.79071 -6.274229, 106.790671 -6.274273, 106.790276 -6.274614, 106.78995 -6.275092, 106.789692 -6.275348, 106.789674 -6.2763, 106.789684 -6.276524, 106.789582 -6.277224, 106.789632 -6.277609, 106.789765 -6.27807, 106.79006 -6.278462, 106.790175 -6.278605, 106.790242 -6.278742, 106.790253 -6.27887, 106.790214 -6.279363, 106.790225 -6.279546, 106.790339 -6.279851, 106.790339 -6.27999, 106.790156 -6.28032, 106.790038 -6.280608, 106.790188 -6.281173, 106.790124 -6.281547, 106.789899 -6.282048, 106.789706 -6.282273, 106.789049 -6.28304, 106.788976 -6.283125, 106.788944 -6.283264, 106.788818 -6.283613, 106.788724 -6.283735, 106.788484 -6.284048, 106.78842 -6.284237, 106.788332 -6.28428, 106.788172 -6.284333, 106.787865 -6.284595)"
river,,"LINESTRING (106.782233 -6.26108, 106.783381 -6.261042, 106.78448 -6.2611, 106.784789 -6.261195, 106.785092 -6.261385)"
river,,"LINESTRING (106.781789 -6.26108, 106.782233 -6.26108)"
river,Kali Grogol,"LINESTRING (106.785536 -6.257117, 106.785604 -6.256993, 106.785686 -6.256957, 106.786277 -6.257021)"
river,Kali Grogol,"LINESTRING (106.786277 -6.257021, 106.786347 -6.256875)"
river,Krukut,"GEOMETRYCOLLECTION (LINESTRING (106.807388 -6.320882, 106.807425 -6.320699, 106.807382 -6.320523), LINESTRING (106.807484 -6.320084, 106.807528 -6.320047, 106.807545 -6.32), LINESTRING (106.807436 -6.319732, 106.807433 -6.319728, 106.807353 -6.319673), LINESTRING (106.807262 -6.31954, 106.807252 -6.319508), LINESTRING (106.807498 -6.319176, 106.807567 -6.31906, 106.807586 -6.319027), LINESTRING (106.808016 -6.318835, 106.808016 -6.318835, 106.808017 -6.318834), LINESTRING (106.808084 -6.318762, 106.808084 -6.318761, 106.808084 -6.318638, 106.807995 -6.318515, 106.807951 -6.318475), LINESTRING (106.807682 -6.317871, 106.807687 -6.317676, 106.807754 -6.317517), LINESTRING (106.808252 -6.316878, 106.808267 -6.316854), LINESTRING (106.808405 -6.316831, 106.808528 -6.316829), LINESTRING (106.808796 -6.316693, 106.808828 -6.316562, 106.808821 -6.316518), LINESTRING (106.808789 -6.316461, 106.808788 -6.31646, 106.80866 -6.316409), LINESTRING (106.808634 -6.316367, 106.808602 -6.316306), LINESTRING (106.808745 -6.31606, 106.808776 -6.316072), LINESTRING (106.80908 -6.316054, 106.80908 -6.316053, 106.809085 -6.31604), LINESTRING (106.809178 -6.315298, 106.809178 -6.315294, 106.809179 -6.315257), LINESTRING (106.809185 -6.315029, 106.809186 -6.314931, 106.809162 -6.314803, 106.809092 -6.314624), LINESTRING (106.809092 -6.314624, 106.809015 -6.31443), POINT (106.80754 -6.319889))"
river,Krukut,"LINESTRING (106.809015 -6.31443, 106.808987 -6.314254, 106.809013 -6.314121, 106.808978 -6.314026, 106.808907 -6.313945, 106.808792 -6.31388, 106.80835 -6.31336, 106.808293 -6.313339, 106.808017 -6.313326, 106.807939 -6.313254, 106.807929 -6.313214, 106.807934 -6.31316, 106.808047 -6.312911, 106.808221 -6.312639, 106.808267 -6.312434, 106.808235 -6.312159, 106.808175 -6.311939, 106.808082 -6.311783, 106.807947 -6.31162, 106.807916 -6.311557, 106.807904 -6.311412, 106.807977 -6.311108, 106.808007 -6.311072, 106.808288 -6.310836, 106.808395 -6.310804, 106.808498 -6.310717, 106.808546 -6.310565, 106.80853 -6.310402, 106.808382 -6.310174, 106.808232 -6.309876, 106.807966 -6.309676, 106.807824 -6.309323, 106.807762 -6.30922, 106.807722 -6.309204, 106.807596 -6.309233, 106.807467 -6.309289, 106.807438 -6.309327, 106.807344 -6.309345, 106.806874 -6.3091, 106.806853 -6.308962, 106.807001 -6.30888, 106.807025 -6.308688, 106.807068 -6.308672, 106.807231 -6.308703, 106.807338 -6.308695, 106.807513 -6.308606, 106.807558 -6.308506, 106.807607 -6.308482, 106.807679 -6.308474, 106.807754 -6.308495, 106.808607 -6.308176, 106.808642 -6.308106, 106.80861 -6.307952, 106.8085 -6.307579, 106.808436 -6.307427, 106.808379 -6.307389, 106.808308 -6.307138, 106.808278 -6.307046, 106.808261 -6.306725, 106.808637 -6.306671, 106.808683 -6.306641, 106.808728 -6.306545, 106.808736 -6.306443, 106.80872 -6.306398, 106.808634 -6.306304, 106.808503 -6.305901, 106.808514 -6.305785, 106.808592 -6.305649, 106.808782 -6.305613, 106.809031 -6.305641, 106.809162 -6.305599, 106.809248 -6.30553, 106.809219 -6.305068, 106.809018 -6.304755, 106.808961 -6.304576, 106.808924 -6.304147, 106.808892 -6.303999, 106.808849 -6.303926, 106.808728 -6.303875, 106.808519 -6.303899, 106.80846 -6.303875, 106.808366 -6.303662, 106.808412 -6.303505, 106.80814 -6.303144, 106.8081 -6.303126, 106.80799 -6.303136, 106.807812 -6.303221, 106.807603 -6.303199, 106.807382 -6.303007, 106.807142 -6.302836, 106.807066 -6.302706, 106.806988 -6.302399, 106.806982 -6.302043, 106.806711 -6.301413, 106.806646 -6.301156, 106.806553 -6.301052, 106.806304 -6.300416, 106.806287 -6.300313, 106.80637 -6.299905, 106.806363 -6.299776, 106.806288 -6.29933, 106.806148 -6.298791, 106.806024 -6.298778, 106.805991 -6.298712, 106.806024 -6.298549, 106.806005 -6.298432, 106.805946 -6.298402, 106.805818 -6.298399, 106.805595 -6.298498, 106.805448 -6.298498, 106.805238 -6.298447, 106.805201 -6.298419, 106.805172 -6.298307, 106.805107 -6.298227, 106.805002 -6.298154, 106.805013 -6.298018, 106.805038 -6.297966, 106.805228 -6.297851, 106.805303 -6.297744, 106.805386 -6.297476, 106.805398 -6.297296, 106.805566 -6.296738, 106.805665 -6.296645, 106.806118 -6.296357, 106.806272 -6.296187, 106.806859 -6.295887, 106.806875 -6.295812, 106.806887 -6.295693, 106.806853 -6.29553, 106.806794 -6.295466, 106.806477 -6.295268, 106.806414 -6.295141, 106.806403 -6.294865, 106.806343 -6.294616, 106.806242 -6.294491, 106.806051 -6.294387, 106.805538 -6.294382, 106.805457 -6.294313)"
river,Kali Krukut,"LINESTRING (106.806261 -6.290735, 106.806396 -6.290651, 106.806553 -6.290545, 106.806708 -6.29047, 106.806805 -6.290449, 106.807037 -6.290424, 106.807108 -6.290409, 106.80717 -6.290358, 106.807214 -6.290309, 106.807235 -6.290211, 106.807237 -6.290134, 106.807264 -6.290084, 106.807317 -6.290054, 106.80739 -6.290049, 106.807921 -6.290209, 106.807964 -6.290209, 106.808045 -6.290161, 106.808366 -6.28974, 106.808374 -6.289626, 106.808366 -6.28954, 106.808562 -6.28921, 106.808686 -6.288906, 106.808528 -6.288464, 106.808548 -6.288332, 106.808457 -6.287943, 106.808444 -6.28775, 106.808508 -6.287576, 106.808535 -6.287465, 106.808749 -6.287241, 106.809039 -6.286975, 106.80905 -6.286847, 106.809 -6.286686, 106.809012 -6.286511, 106.80903 -6.2864, 106.80909 -6.286316, 106.809146 -6.285994, 106.809188 -6.285827, 106.809471 -6.285874, 106.809636 -6.285886, 106.809717 -6.285862, 106.809751 -6.285798, 106.809651 -6.285596, 106.809677 -6.285237, 106.809608 -6.284778, 106.809704 -6.284479, 106.80964 -6.284319, 106.80948 -6.284178, 106.809416 -6.28403, 106.8094 -6.283826, 106.809561 -6.283525, 106.809618 -6.28337, 106.809566 -6.283255, 106.809452 -6.283051, 106.80935 -6.28288, 106.80934 -6.282709, 106.809343 -6.2824, 106.809542 -6.281943, 106.809659 -6.281701, 106.809734 -6.281579, 106.809887 -6.281443, 106.810146 -6.281207, 106.810503 -6.280894, 106.8106 -6.280405, 106.810612 -6.280277, 106.810627 -6.279915, 106.810814 -6.279625, 106.811016 -6.279513, 106.811209 -6.279452, 106.811409 -6.27945, 106.811754 -6.279403, 106.812011 -6.279168, 106.812129 -6.278731, 106.812182 -6.278605, 106.812258 -6.278486, 106.8124 -6.278415, 106.81271 -6.278194, 106.812771 -6.277838, 106.81278 -6.277742, 106.81279 -6.277654, 106.812806 -6.277597, 106.812902 -6.277548, 106.813052 -6.277345, 106.813073 -6.276993, 106.812955 -6.276812, 106.81288 -6.276438, 106.813073 -6.276321, 106.813427 -6.275948, 106.813695 -6.27598, 106.813942 -6.276033, 106.814071 -6.275916, 106.814103 -6.275617, 106.814221 -6.275319, 106.814221 -6.275212, 106.814114 -6.27486, 106.814006 -6.274657, 106.813921 -6.274551, 106.813921 -6.274348, 106.813974 -6.274242, 106.813974 -6.274092, 106.813835 -6.273847, 106.813835 -6.273676, 106.81391 -6.273559, 106.813996 -6.273367, 106.814006 -6.273239, 106.813942 -6.272962, 106.813899 -6.272578, 106.813948 -6.272442, 106.813953 -6.272234, 106.813895 -6.272107, 106.813716 -6.272061, 106.813457 -6.272081, 106.813198 -6.271979, 106.813043 -6.27175, 106.812679 -6.271594, 106.812603 -6.271519, 106.812588 -6.271354, 106.812547 -6.271297, 106.812476 -6.271257, 106.812236 -6.27121, 106.812057 -6.271265, 106.811965 -6.271202, 106.811903 -6.271132, 106.8118 -6.270984, 106.811855 -6.270886, 106.811898 -6.270832, 106.811896 -6.270731, 106.811776 -6.270721, 106.811695 -6.270685, 106.811689 -6.270577, 106.811671 -6.270454, 106.811564 -6.270348, 106.811539 -6.270236, 106.81156 -6.270136, 106.81164 -6.26995, 106.811712 -6.269756, 106.811766 -6.269492, 106.811848 -6.269423, 106.812004 -6.26932, 106.812123 -6.269232, 106.812311 -6.268925, 106.812205 -6.268796, 106.812093 -6.268621, 106.812161 -6.268419, 106.812322 -6.26796, 106.812462 -6.267683, 106.812601 -6.267299, 106.812719 -6.267214, 106.81302 -6.266979, 106.813073 -6.26668, 106.813148 -6.266403, 106.813331 -6.266051, 106.813374 -6.265891, 106.813331 -6.265731, 106.812934 -6.265507, 106.81288 -6.265315, 106.81273 -6.265166, 106.81258 -6.265049, 106.812547 -6.264899, 106.81258 -6.264771, 106.81258 -6.264675, 106.81244 -6.264505, 106.812386 -6.264398, 106.812311 -6.263897, 106.812301 -6.26378, 106.812215 -6.263726, 106.81214 -6.263694, 106.812022 -6.263684, 106.811968 -6.263588, 106.811786 -6.263417, 106.811908 -6.263146, 106.811901 -6.263089, 106.811816 -6.262986, 106.81164 -6.26284, 106.811562 -6.262781, 106.811551 -6.262722, 106.811599 -6.262621, 106.811723 -6.262498, 106.811841 -6.262454, 106.812011 -6.262437, 106.812065 -6.262394, 106.812087 -6.262304, 106.812043 -6.262062, 106.811979 -6.261872, 106.811892 -6.261789, 106.811792 -6.261714, 106.8117 -6.261648, 106.811668 -6.261564, 106.8117 -6.261486, 106.811743 -6.261337, 106.811705 -6.261255, 106.811677 -6.261144, 106.811609 -6.260993, 106.811534 -6.260848, 106.811523 -6.260728, 106.811445 -6.260591, 106.811387 -6.260535, 106.811246 -6.260523, 106.811039 -6.260483, 106.81096 -6.260424, 106.810896 -6.260314, 106.810702 -6.260014, 106.810557 -6.259732, 106.810532 -6.259603, 106.810563 -6.259503, 106.81067 -6.259343, 106.810603 -6.259226, 106.810536 -6.259193, 106.81027 -6.259254, 106.810219 -6.259236, 106.810148 -6.259021, 106.810054 -6.258922, 106.809966 -6.258876, 106.809915 -6.258866, 106.809816 -6.258897, 106.809655 -6.258894, 106.809575 -6.258866, 106.809526 -6.258814, 106.809476 -6.258715, 106.809475 -6.258621, 106.809436 -6.258394, 106.80934 -6.258159, 106.80935 -6.25785, 106.80935 -6.2577, 106.809157 -6.257572, 106.809093 -6.257413, 106.809222 -6.257178, 106.809157 -6.257029, 106.808996 -6.256954, 106.809007 -6.256847, 106.809179 -6.256719, 106.809211 -6.256517, 106.809104 -6.256357, 106.808717 -6.256271, 106.808578 -6.256026, 106.808385 -6.255791, 106.808342 -6.255621, 106.808385 -6.255397, 106.808578 -6.255109, 106.808567 -6.254768, 106.808594 -6.253269, 106.808749 -6.253099, 106.809104 -6.252965, 106.809187 -6.252885, 106.809209 -6.252812, 106.809164 -6.252688, 106.809082 -6.252616, 106.808907 -6.252447)"
drain,,"LINESTRING (106.809102 -6.239134, 106.808999 -6.236488, 106.809033 -6.236028, 106.809226 -6.23561)"
river,Mampang,"LINESTRING (106.821221 -6.240452, 106.821082 -6.240271, 106.820775 -6.240198, 106.820648 -6.240124, 106.820599 -6.240058, 106.820559 -6.239962, 106.820422 -6.239732, 106.820353 -6.239525, 106.820342 -6.239322, 106.82038 -6.239074, 106.820508 -6.238706, 106.82054 -6.238557, 106.820401 -6.238471, 106.820235 -6.238389, 106.820177 -6.238217, 106.820182 -6.238047, 106.820204 -6.237782, 106.820162 -6.237645, 106.820149 -6.23751, 106.820343 -6.237461, 106.82034 -6.237233, 106.820305 -6.237074, 106.820238 -6.236964, 106.820158 -6.236868, 106.820101 -6.236734, 106.820047 -6.236594, 106.820008 -6.236505, 106.81994 -6.236456, 106.819532 -6.235826, 106.819446 -6.235666, 106.819403 -6.23556, 106.819478 -6.2354, 106.819714 -6.235218, 106.819757 -6.23509, 106.819779 -6.234813, 106.819864 -6.234546, 106.819884 -6.23432, 106.819865 -6.234197, 106.819753 -6.23405, 106.81965 -6.233874, 106.819534 -6.233666, 106.819527 -6.233438, 106.819314 -6.23332, 106.819187 -6.233109, 106.819033 -6.232956, 106.818753 -6.232933, 106.81859 -6.232907, 106.81835 -6.232967, 106.818178 -6.233103, 106.818015 -6.233189, 106.817903 -6.233154, 106.817812 -6.23301)"
drain,,"LINESTRING (106.809226 -6.23561, 106.809392 -6.235309)"
river,Kali Krukut,"LINESTRING (106.808907 -6.252447, 106.808975 -6.252349, 106.80927 -6.251851, 106.809502 -6.251506, 106.80975 -6.251203, 106.80993 -6.251078, 106.810166 -6.250926, 106.810359 -6.250822, 106.810423 -6.250438, 106.81034 -6.250412, 106.810247 -6.2504, 106.810118 -6.250366, 106.810015 -6.250086, 106.809801 -6.249627, 106.809651 -6.249264, 106.80959 -6.249115, 106.809797 -6.248721, 106.810071 -6.248429, 106.810416 -6.248021, 106.810834 -6.247721, 106.811465 -6.247255, 106.811594 -6.247203, 106.811699 -6.247229, 106.811885 -6.247268, 106.811969 -6.247185, 106.811975 -6.247043, 106.812 -6.246892, 106.812046 -6.246798, 106.812062 -6.246731, 106.812154 -6.24672, 106.812333 -6.246736, 106.812504 -6.246822, 106.812644 -6.246716, 106.812687 -6.246545, 106.81273 -6.246342, 106.812837 -6.246214, 106.812977 -6.24615, 106.813062 -6.246044, 106.813062 -6.245894, 106.813062 -6.245756, 106.813095 -6.24566, 106.81315 -6.245538, 106.813217 -6.245532, 106.813293 -6.24555, 106.813404 -6.245604, 106.813493 -6.245582, 106.81356 -6.24558, 106.813632 -6.245582, 106.813718 -6.245552, 106.813794 -6.245484, 106.81382 -6.245347, 106.813813 -6.245258, 106.813792 -6.245137, 106.813781 -6.244966, 106.813824 -6.2448, 106.813961 -6.24469, 106.81408 -6.244612, 106.814165 -6.24455, 106.814198 -6.244537, 106.814229 -6.244412, 106.8143 -6.244285, 106.814405 -6.244225, 106.814489 -6.244158, 106.814515 -6.244089, 106.814546 -6.244013, 106.81462 -6.243881, 106.814645 -6.24383, 106.814664 -6.243773, 106.814719 -6.243609, 106.81475 -6.243489, 106.814743 -6.243392, 106.814715 -6.24326, 106.814715 -6.243111, 106.814768 -6.242983, 106.81484 -6.242908, 106.814931 -6.24286, 106.815063 -6.242841, 106.815163 -6.242825, 106.815242 -6.242833, 106.815341 -6.242892, 106.815419 -6.242999, 106.81548 -6.243066, 106.815494 -6.24308, 106.81551 -6.243092, 106.815528 -6.2431, 106.815555 -6.243106, 106.81559 -6.243105, 106.815619 -6.243099, 106.815653 -6.243089, 106.815675 -6.243075, 106.815701 -6.243057, 106.815722 -6.243041, 106.81574 -6.243021, 106.815753 -6.242997, 106.815758 -6.242972, 106.815759 -6.242947, 106.815753 -6.242923, 106.815742 -6.242901, 106.815659 -6.242737, 106.815648 -6.242545, 106.815679 -6.242405, 106.815733 -6.242334, 106.816004 -6.242332, 106.81603 -6.242202, 106.815965 -6.242048, 106.815988 -6.241979, 106.816148 -6.241921, 106.816203 -6.241794, 106.816166 -6.24169, 106.81616 -6.241674, 106.815842 -6.241489, 106.815916 -6.241319, 106.816201 -6.240858, 106.816357 -6.240913, 106.816449 -6.240891, 106.816524 -6.240819, 106.816569 -6.2407, 106.816572 -6.240691, 106.816627 -6.240624, 106.816673 -6.24057, 106.81686 -6.240391, 106.817182 -6.239879, 106.817291 -6.239583, 106.817419 -6.239423, 106.817578 -6.239292, 106.817696 -6.239106, 106.817902 -6.238482, 106.817953 -6.238292, 106.817966 -6.238237, 106.817998 -6.23797, 106.818075 -6.23774, 106.818125 -6.237438, 106.818161 -6.23719, 106.81821 -6.236936, 106.818325 -6.23648, 106.818312 -6.236357, 106.81832 -6.23621, 106.818512 -6.236036, 106.818521 -6.235894, 106.818511 -6.235816, 106.818233 -6.23569, 106.818161 -6.235616, 106.817974 -6.235468, 106.817889 -6.235404, 106.817837 -6.235261, 106.817815 -6.235112, 106.817785 -6.234885, 106.817783 -6.234621, 106.817794 -6.234322, 106.817676 -6.234173, 106.817628 -6.233972, 106.817587 -6.233777, 106.817622 -6.233587, 106.817592 -6.233438, 106.817628 -6.233306, 106.817642 -6.233224, 106.817715 -6.233141, 106.817812 -6.23301, 106.817695 -6.232911, 106.81754 -6.232803, 106.817491 -6.232715, 106.817466 -6.23263, 106.817423 -6.232468, 106.81744 -6.232348, 106.817491 -6.232178, 106.817414 -6.232075, 106.817268 -6.232075, 106.817148 -6.232041, 106.816981 -6.232044, 106.816915 -6.232038, 106.816864 -6.231962, 106.81682 -6.231747, 106.81679 -6.231665, 106.816772 -6.231534, 106.816764 -6.231368, 106.816748 -6.231166, 106.816911 -6.230696, 106.817056 -6.230387, 106.817165 -6.230224, 106.817268 -6.229993, 106.81733 -6.22989, 106.817318 -6.229785, 106.817234 -6.229447, 106.817121 -6.229026, 106.817011 -6.228841, 106.816805 -6.2285, 106.816599 -6.228082, 106.816496 -6.227886, 106.816616 -6.227587, 106.816728 -6.227468, 106.81708 -6.227365, 106.817208 -6.227203, 106.817174 -6.227075, 106.816959 -6.226973, 106.816788 -6.226836, 106.816719 -6.226614, 106.81677 -6.226495, 106.817512 -6.225994, 106.81768 -6.225859, 106.817793 -6.225644, 106.817955 -6.224784, 106.817952 -6.224404, 106.817864 -6.22351, 106.817727 -6.223062, 106.817266 -6.222299, 106.816615 -6.220912, 106.816758 -6.220561, 106.816977 -6.22015, 106.81743 -6.219734, 106.817525 -6.219602, 106.817539 -6.219468, 106.817538 -6.219131, 106.817577 -6.218786, 106.817594 -6.218388, 106.817612 -6.218257, 106.817577 -6.21806, 106.817423 -6.217907, 106.8172 -6.217634, 106.817122 -6.217446, 106.817097 -6.217037, 106.817011 -6.216695, 106.816982 -6.216362, 106.816948 -6.216238, 106.816735 -6.21569)"
drain,,"LINESTRING (106.809392 -6.235309, 106.809454 -6.235158, 106.809583 -6.234552, 106.809634 -6.233844, 106.809628 -6.231742)"
river,Kali Krukut,"LINESTRING (106.816735 -6.21569, 106.816712 -6.21563)"
river,Kali Krukut,"LINESTRING (106.816712 -6.21563, 106.816688 -6.215568, 106.816654 -6.215524, 106.816532 -6.21535, 106.816358 -6.215114, 106.816221 -6.214922, 106.816066 -6.21475, 106.815919 -6.214539, 106.815576 -6.214132, 106.815227 -6.213794, 106.814865 -6.213462, 106.814627 -6.213285, 106.814384 -6.213112, 106.814075 -6.21295, 106.813808 -6.212774, 106.813638 -6.212634, 106.813346 -6.212361, 106.813106 -6.212199, 106.812917 -6.212062, 106.812659 -6.211678, 106.812599 -6.211508, 106.812585 -6.211362, 106.812573 -6.211234, 106.812728 -6.210919, 106.812711 -6.210603, 106.812805 -6.210151, 106.812762 -6.209775, 106.812548 -6.209118, 106.812556 -6.208914, 106.812479 -6.208726, 106.812161 -6.20841, 106.811998 -6.208146, 106.81195 -6.207958, 106.811892 -6.207728, 106.811439 -6.207199, 106.811313 -6.20692, 106.810849 -6.206357, 106.810408 -6.20585, 106.809973 -6.205176, 106.809967 -6.205067, 106.809966 -6.20495, 106.810119 -6.204767, 106.810548 -6.204528, 106.810968 -6.204374, 106.811157 -6.204016, 106.811398 -6.203495, 106.811432 -6.203026, 106.811449 -6.202633, 106.811209 -6.202446, 106.811106 -6.202275, 106.811131 -6.201959, 106.811214 -6.201589, 106.811312 -6.200927, 106.811312 -6.200193, 106.811285 -6.199687, 106.811197 -6.199335)"
river,,"LINESTRING (106.756801 -6.272709, 106.75677 -6.2725, 106.756714 -6.272292, 106.756596 -6.272126, 106.756411 -6.271932, 106.755489 -6.271105, 106.755482 -6.270839, 106.755482 -6.270203, 106.755485 -6.269403, 106.755032 -6.26897, 106.754322 -6.268246)"
river,,"LINESTRING (106.754322 -6.268246, 106.754153 -6.268104)"
river,,"MULTILINESTRING ((106.750982 -6.271568, 106.751663 -6.270827, 106.751728 -6.270756, 106.751809 -6.270668, 106.754153 -6.268104, 106.754222 -6.268025, 106.754263 -6.267941, 106.754268 -6.267893, 106.754064 -6.267674, 106.753584 -6.267185, 106.753546 -6.267092, 106.753563 -6.26657, 106.75314 -6.266083, 106.753024 -6.265978), (106.752835 -6.265738, 106.752807 -6.265653), (106.752487 -6.264754, 106.752491 -6.264731), (106.752517 -6.264647, 106.752539 -6.264599), (106.752738 -6.264415, 106.752786 -6.264391, 106.753074 -6.264255, 106.753329 -6.264348, 106.753439 -6.264334, 106.754081 -6.263981, 106.754298 -6.263841, 106.754571 -6.263635))"
river,Pesanggrahan,"LINESTRING (106.769827 -6.264393, 106.770527 -6.263362)"
river,,"LINESTRING (106.781789 -6.26108, 106.781712 -6.26108, 106.777777 -6.261083, 106.776661 -6.260842, 106.77619 -6.260334, 106.775329 -6.259866, 106.774536 -6.259893, 106.773516 -6.259776, 106.773092 -6.259614, 106.772857 -6.259296, 106.772677 -6.258843)"
